id_lead,data_cadastro,interagiu_chatbot,ai_lead_score,status_assinatura
L-1098,2025-09-14,Sim,Morno,Ativo
L-7456,2025-11-21,Sim,Quente,Cancelado
L-1615,2025-10-10,Sim,Morno,Ativo
L-9991,2025-10-24,Sim,Quente,Trial
L-5521,2025-07-02,Nao,Morno,Cancelado
L-6160,2025-06-16,,Frio,Ativo
L-4883,2025-11-21,Sim,Frio,Ativo
L-4908,2025-03-25,Nao,Frio,Ativo
L-2700,2025-07-10,Sim,Morno,Cancelado
L-5807,2026-01-05,Nao,Frio,Ativo
L-5475,2025-08-25,Nao,Morno,Ativo
L-4802,2025-01-09,Sim,Morno,Ativo
L-9811,2025-11-19,Nao,Frio,Ativo
L-2520,2025-05-09,Sim,Quente,Cancelado
L-4384,2025-09-02,Sim,Quente,Cancelado
L-6629,2025-04-21,Nao,Frio,Ativo
L-3751,2026-01-29,Nao,Morno,Trial
L-4116,2025-01-03,Sim,Quente,Ativo
L-9620,2025-02-01,Sim,Quente,Cancelado
L-4566,2025-09-12,Nao,Frio,Ativo
L-9058,2025-02-25,Nao,Morno,Trial
L-2226,2025-03-04,Sim,Quente,Trial
L-4188,2025-06-29,Sim,Quente,Ativo
L-4234,2025-02-18,Nao,Frio,Trial
L-4872,2025-07-31,Sim,Quente,Trial
L-7506,2025-12-28,Nao,Frio,Ativo
L-5105,2025-04-18,Sim,Quente,Ativo
L-4177,2025-05-04,Nao,Frio,Cancelado
L-4776,2025-02-17,Nao,Frio,Cancelado
L-4145,2025-03-02,Nao,Morno,Inativo
L-6791,2025-09-08,Nao,Frio,Cancelado
L-7711,2025-05-20,Sim,Quente,Ativo
L-5245,2025-04-03,,Morno,Trial
L-7005,2025-08-24,Sim,Quente,Ativo
L-3175,2025-06-22,Sim,Quente,Ativo
L-9285,2025-05-27,Nao,Frio,Ativo
L-9171,2025-04-07,Sim,Morno,Trial
L-3003,2025-05-11,,Quente,Ativo
L-4810,2025-02-06,Sim,Morno,Ativo
L-7308,2025-03-10,Nao,Frio,Ativo
L-4921,2025-04-24,,Morno,Cancelado
L-9484,2025-06-24,Nao,Morno,Inativo
L-7983,2025-03-08,Sim,Quente,Ativo
L-9597,2025-02-03,Nao,Frio,Inativo
L-7363,2025-04-06,,Morno,Ativo
L-2395,2025-03-05,Nao,Frio,Trial
L-7531,2025-09-03,Nao,Frio,Trial
L-9766,2025-05-28,Nao,Morno,Cancelado
L-9855,2025-09-13,Nao,Frio,Ativo
L-9766,2026-01-30,Sim,Morno,Ativo
L-2102,2025-09-18,Sim,Morno,Ativo
L-3964,2025-12-19,Sim,Frio,Trial
L-4660,2025-08-06,Nao,Morno,Trial
L-3466,2025-04-10,Nao,Morno,Inativo
L-5421,2025-05-29,Sim,Quente,Inativo
L-9618,2025-01-01,Nao,Frio,Cancelado
L-3119,2025-09-11,Nao,Morno,Ativo
L-6347,2025-08-26,Sim,Morno,Trial
L-8290,2025-03-24,Nao,Frio,Trial
L-9076,2025-05-26,Sim,Quente,Cancelado
L-6967,2025-10-01,Nao,Frio,Ativo
L-3969,2025-03-01,,Frio,Ativo
L-7432,2025-11-06,Nao,Frio,Trial
L-6950,2025-12-17,Sim,Morno,Ativo
L-6258,2025-08-04,Nao,Frio,Trial
L-7262,2025-12-13,Sim,Quente,Cancelado
L-4483,2025-01-09,Nao,Morno,Cancelado
L-6526,2025-01-30,Sim,Quente,Trial
L-3331,2025-09-25,Nao,Frio,Trial
L-9057,2025-08-30,Nao,Morno,Ativo
L-5030,2025-03-10,Nao,Morno,Ativo
L-5534,2025-07-07,Nao,Morno,Cancelado
L-6065,2025-01-04,Sim,Quente,Cancelado
L-8240,2025-09-29,,Morno,Trial
L-4530,2025-01-18,Nao,Morno,Trial
L-8856,2025-05-21,Nao,Frio,Cancelado
L-9366,2026-01-15,Nao,Frio,Ativo
L-2736,2025-02-21,Nao,Morno,Ativo
L-4827,2025-11-28,Nao,Quente,Ativo
L-2737,2026-01-11,Sim,Morno,Ativo
L-7672,2025-04-24,Sim,Quente,Cancelado
L-1806,2025-12-06,Nao,Morno,Inativo
L-5518,1900-01-01,Nao,Morno,Ativo
L-9848,2025-03-19,,Morno,Inativo
L-4646,2025-10-10,,Frio,Inativo
L-7557,2025-05-08,Nao,Frio,Cancelado
L-6363,2025-02-18,Sim,Quente,Trial
L-8857,2025-07-18,Sim,Morno,Cancelado
L-3228,2025-02-15,Nao,Frio,Trial
L-3494,2025-07-13,Sim,Frio,Ativo
L-6212,2025-12-21,Sim,Quente,Trial
L-2249,2025-06-23,Sim,Quente,Ativo
L-8592,2025-04-24,Sim,Frio,Ativo
L-6610,2025-02-17,Sim,Quente,Inativo
L-7362,2025-04-12,Nao,Morno,Cancelado
L-7570,2025-08-02,Nao,Morno,Ativo
L-9418,2025-05-10,Nao,Morno,Ativo
L-6281,2025-05-11,,Frio,Ativo
L-2750,2025-02-15,Nao,Quente,Ativo
L-6285,2025-10-12,Nao,Frio,Inativo
L-1225,2025-10-03,Nao,Morno,Inativo
L-9265,2025-02-05,,Frio,Ativo
L-8293,2025-05-12,Nao,Frio,Trial
L-8315,2025-05-25,Sim,Frio,Trial
L-2676,2025-06-28,Sim,Morno,Trial
L-6939,2025-03-12,Nao,Morno,Trial
L-7113,2025-02-11,Nao,Frio,Ativo
L-3930,2026-01-15,Sim,Quente,Trial
L-8265,2025-11-19,Nao,Morno,Cancelado
L-1900,2025-02-20,Sim,Morno,Ativo
L-5736,2025-12-29,Nao,Morno,Inativo
L-6387,2025-06-13,Sim,Quente,Ativo
L-7853,2025-04-19,,Morno,Trial
L-3695,2025-04-11,,Frio,Cancelado
L-9523,1900-01-01,Sim,Quente,Inativo
L-9271,2025-06-18,Nao,Morno,Ativo
L-1738,2025-06-13,Sim,Morno,Ativo
L-8310,2025-09-08,Sim,Quente,Ativo
L-4026,2025-08-24,Nao,Frio,Ativo
L-7629,2025-03-26,Sim,Morno,Cancelado
L-9510,2025-11-07,Nao,Frio,Trial
L-5068,2026-01-14,,Morno,Ativo
L-6156,2025-02-02,Nao,Quente,Ativo
L-7757,2025-12-28,Nao,Frio,Inativo
L-8607,2025-03-22,Nao,Morno,Ativo
L-1984,2025-09-29,Nao,Frio,Cancelado
L-7461,2025-08-27,Nao,Morno,Ativo
L-1993,2025-03-03,Nao,Morno,Trial
L-4730,2025-05-16,Sim,Quente,Inativo
L-5834,2025-05-13,Nao,Frio,Cancelado
L-8468,2025-11-29,Nao,Morno,Cancelado
L-4591,2026-01-14,Nao,Morno,Ativo
L-8952,2025-04-09,,Frio,Inativo
L-8933,2025-02-18,Nao,Frio,Trial
L-1994,2026-01-19,Sim,Quente,Trial
L-1973,2025-12-21,,Morno,Ativo
L-4806,2025-11-21,Sim,Quente,Ativo
L-6880,2025-04-16,Sim,Quente,Trial
L-6279,2025-11-21,,Morno,Trial
L-9311,2025-11-19,Nao,Morno,Ativo
L-4406,2025-10-09,Nao,Frio,Trial
L-8587,2025-09-30,Sim,Morno,Ativo
L-1401,2025-01-20,Nao,Frio,Cancelado
L-7230,2025-01-17,Sim,Morno,Trial
L-1111,2025-11-08,Nao,Morno,Inativo
L-6689,2025-09-07,Sim,Quente,Trial
L-2310,2025-07-25,,Morno,Inativo
L-7332,2025-05-26,,Morno,Trial
L-8698,2025-06-10,Sim,Morno,Ativo
L-8623,2025-03-08,Nao,Frio,Cancelado
L-2126,2025-08-11,Sim,Quente,Ativo
L-7899,1900-01-01,Nao,Frio,Inativo
L-5576,2026-01-24,Nao,Morno,Trial
L-9854,2025-01-22,,Frio,Inativo
L-8788,2025-09-16,Sim,Quente,Cancelado
L-9223,2025-08-15,Sim,Quente,Trial
L-3012,2025-02-25,Nao,Morno,Ativo
L-6776,2025-09-10,Nao,Frio,Ativo
L-7161,2025-10-29,,Frio,Ativo
L-6181,2025-01-21,,Frio,Ativo
L-6223,2025-04-09,Nao,Quente,Inativo
L-5293,2025-07-16,Nao,Frio,Ativo
L-1396,2025-06-28,Nao,Frio,Trial
L-3085,2025-06-28,Sim,Morno,Ativo
L-6877,2025-10-05,Sim,Quente,Ativo
L-5541,2025-08-30,Nao,Quente,Trial
L-9707,2025-11-08,Nao,Morno,Ativo
L-2186,2025-01-23,Nao,Frio,Ativo
L-6196,2025-04-18,,Morno,Cancelado
L-4269,2025-03-18,Nao,Frio,Ativo
L-6596,2025-09-30,Sim,Quente,Inativo
L-9828,2025-09-06,Nao,Frio,Trial
L-4765,2025-09-15,Nao,Frio,Trial
L-3008,2026-02-04,Sim,Quente,Ativo
L-7910,2025-03-01,Nao,Frio,Ativo
L-8170,2025-04-25,Nao,Morno,Trial
L-9074,2025-10-18,Nao,Frio,Inativo
L-1448,2025-01-29,Nao,Frio,Trial
L-3927,2025-09-22,Nao,Morno,Trial
L-1140,2026-01-26,Nao,Morno,Trial
L-1800,2026-01-26,Sim,Quente,Ativo
L-2896,2025-09-21,Nao,Morno,Inativo
L-6350,2026-01-14,Nao,Frio,Ativo
L-2524,2025-05-31,Sim,Morno,Trial
L-6126,2025-07-16,Sim,Quente,Trial
L-2515,2025-07-26,Nao,Morno,Trial
L-4118,2025-07-09,,Morno,Ativo
L-6036,2025-03-02,Nao,Morno,Ativo
L-5184,2025-10-22,Sim,Morno,Trial
L-9119,2025-08-03,Nao,Frio,Cancelado
L-5849,2025-02-07,Sim,Quente,Ativo
L-4985,2025-05-08,Nao,Frio,Cancelado
L-9711,2025-08-30,Nao,Frio,Trial
L-1404,2025-04-16,Nao,Frio,Trial
L-4257,2025-08-13,Sim,Frio,Ativo
L-6487,2026-01-04,Nao,Morno,Cancelado
L-8738,2025-07-20,Nao,Morno,Trial
L-3023,2025-04-14,Sim,Quente,Trial
L-7407,2025-02-18,Sim,Quente,Trial
L-7082,2025-06-01,Nao,Morno,Ativo
L-6084,2025-04-11,Nao,Morno,Ativo
L-6850,2025-04-16,Sim,Quente,Trial
L-8553,2025-09-27,Nao,Morno,Trial
L-7041,2025-02-17,Nao,Morno,Trial
L-9320,2025-01-24,Sim,Quente,Cancelado
L-2077,2025-10-31,Sim,Quente,Cancelado
L-8542,2025-09-20,Sim,Frio,Cancelado
L-8917,2025-05-21,Sim,Quente,Inativo
L-4557,2025-01-15,Sim,Frio,Ativo
L-1983,2025-03-20,Sim,Quente,Ativo
L-1461,1900-01-01,Sim,Quente,Ativo
L-8312,2025-05-31,Nao,Frio,Ativo
L-1436,2025-08-25,Nao,Frio,Ativo
L-7859,2025-05-28,Sim,Quente,Ativo
L-5652,2025-12-30,Nao,Frio,Cancelado
L-6820,2026-01-23,,Frio,Ativo
L-5460,2025-04-19,Nao,Morno,Trial
L-8140,2025-03-23,Sim,Quente,Trial
L-3268,2025-12-23,Nao,Morno,Inativo
L-7720,2025-11-02,Sim,Morno,Cancelado
L-9084,2025-12-14,Nao,Frio,Trial
L-6868,2025-09-25,Nao,Frio,Trial
L-1467,2025-05-17,Sim,Quente,Cancelado
L-8746,2025-09-08,Sim,Morno,Inativo
L-2414,2025-02-28,Nao,Quente,Ativo
L-2186,2025-06-20,Sim,Quente,Cancelado
L-7989,2026-01-31,Sim,Quente,Trial
L-3218,2025-01-30,Nao,Quente,Inativo
L-7076,2025-09-11,Nao,Frio,Cancelado
L-1015,2025-03-14,Sim,Quente,Ativo
L-9492,2025-03-29,Nao,Frio,Trial
L-1434,2025-12-24,Sim,Quente,Ativo
L-8116,2025-10-26,Nao,Frio,Inativo
L-2995,2026-02-05,,Quente,Ativo
L-4130,2025-10-15,,Morno,Cancelado
L-9544,2025-01-09,Sim,Quente,Trial
L-3098,2025-11-04,Nao,Morno,Cancelado
L-5159,2025-06-04,Nao,Frio,Trial
L-1133,2025-01-01,Nao,Morno,Ativo
L-4833,2025-09-10,Nao,Quente,Ativo
L-5525,2025-10-19,Sim,Quente,Ativo
L-1068,2025-10-29,Sim,Quente,Trial
L-3458,2025-11-15,Sim,Quente,Inativo
L-2014,2025-10-03,Sim,Morno,Ativo
L-8052,2025-03-11,Nao,Frio,Ativo
L-9316,2025-03-01,Nao,Quente,Cancelado
L-8046,2025-11-01,,Morno,Ativo
L-1888,1900-01-01,Nao,Frio,Ativo
L-6720,1900-01-01,Sim,Quente,Inativo
L-4024,2025-04-29,,Frio,Ativo
L-8883,2025-08-13,Nao,Frio,Ativo
L-8498,2025-05-17,Nao,Morno,Ativo
L-7237,2025-08-18,Nao,Morno,Ativo
L-8542,2025-03-25,Nao,Morno,Ativo
L-1452,2025-01-26,Sim,Quente,Cancelado
L-6397,2025-02-20,Nao,Frio,Trial
L-8369,2025-09-07,Nao,Morno,Ativo
L-6178,2025-06-23,Nao,Morno,Cancelado
L-7093,2025-06-30,Sim,Frio,Trial
L-3261,2025-04-15,Sim,Quente,Inativo
L-6501,2025-11-19,Sim,Quente,Ativo
L-8641,2025-12-06,Nao,Frio,Trial
L-4966,1900-01-01,Nao,Quente,Inativo
L-1686,2025-02-12,,Frio,Cancelado
L-9801,2026-02-03,,Frio,Ativo
L-2271,2025-01-20,Nao,Morno,Cancelado
L-3570,2025-11-20,Nao,Morno,Ativo
L-6834,2025-02-02,Nao,Morno,Trial
L-1384,2025-05-27,Sim,Morno,Cancelado
L-7712,2025-03-25,Nao,Quente,Trial
L-3573,2025-08-27,Nao,Frio,Ativo
L-7493,2025-01-14,Sim,Morno,Trial
L-4839,2025-05-10,Sim,Frio,Trial
L-8880,2025-11-24,Nao,Frio,Trial
L-5775,1900-01-01,Nao,Frio,Ativo
L-1919,2025-11-02,Nao,Quente,Cancelado
L-3841,2025-04-04,Sim,Quente,Inativo
L-4229,2025-06-23,Nao,Morno,Ativo
L-7989,2025-10-29,Nao,Frio,Cancelado
L-1572,2025-07-17,Nao,Frio,Cancelado
L-9603,2025-10-08,Nao,Morno,Ativo
L-8521,2025-11-30,Nao,Frio,Trial
L-8435,2025-06-04,Nao,Morno,Ativo
L-1880,2025-07-09,Sim,Quente,Ativo
L-3343,2025-02-24,Nao,Morno,Ativo
L-7462,2025-09-10,Nao,Morno,Ativo
L-8625,2025-01-16,Sim,Morno,Ativo
L-2855,2026-01-23,Nao,Frio,Trial
L-8488,2025-07-08,Nao,Frio,Trial
L-3322,2025-10-02,Sim,Morno,Ativo
L-8771,2025-08-23,Sim,Morno,Cancelado
L-9475,2025-06-16,Nao,Morno,Ativo
L-8659,2025-03-21,Sim,Quente,Trial
L-3938,2025-11-28,Sim,Morno,Ativo
L-3144,2026-01-31,Sim,Quente,Trial
L-2715,2026-01-16,Nao,Frio,Trial
L-4325,2025-05-21,Nao,Morno,Cancelado
L-1508,2025-08-13,Sim,Quente,Trial
L-8350,2025-10-27,Sim,Quente,Trial
L-3092,2025-10-26,Nao,Frio,Ativo
L-3059,2025-03-07,Nao,Quente,Trial
L-5888,2025-02-24,Nao,Morno,Inativo
L-8355,2026-01-09,Nao,Frio,Trial
L-1999,2026-01-09,Sim,Quente,Ativo
L-7427,2025-09-12,Sim,Morno,Ativo
L-9289,2025-11-03,Sim,Morno,Ativo
L-2913,2025-04-09,Sim,Morno,Ativo
L-3407,2025-11-08,Sim,Morno,Cancelado
L-6213,2025-10-04,Sim,Quente,Trial
L-8541,2025-04-10,Nao,Frio,Ativo
L-7174,2025-03-14,Nao,Morno,Ativo
L-7869,2025-01-05,,Frio,Trial
L-2578,2025-03-13,Nao,Quente,Cancelado
L-6309,2025-05-13,Nao,Frio,Ativo
L-9254,2025-03-30,Nao,Morno,Ativo
L-6399,2025-12-29,Sim,Quente,Ativo
L-7735,2025-06-26,Nao,Frio,Trial
L-7839,2025-06-03,Nao,Quente,Ativo
L-4196,2025-07-13,Sim,Quente,Trial
L-5444,2026-01-16,Nao,Frio,Trial
L-1655,2025-10-25,Nao,Morno,Cancelado
L-3355,2025-03-23,Sim,Quente,Trial
L-4575,2025-10-31,Sim,Frio,Ativo
L-1903,2025-12-08,Sim,Frio,Ativo
L-8173,2025-01-31,Sim,Quente,Trial
L-6480,2025-08-03,Sim,Quente,Ativo
L-6009,2025-04-29,,Morno,Trial
L-2771,2025-09-30,Nao,Frio,Cancelado
L-6959,2025-12-19,Sim,Quente,Inativo
L-5183,2025-11-27,Sim,Quente,Trial
L-8119,2025-11-05,Sim,Quente,Ativo
L-6182,2025-09-09,Nao,Frio,Ativo
L-7843,2025-07-14,,Frio,Trial
L-8868,2025-02-01,Sim,Morno,Ativo
L-2389,1900-01-01,Nao,Frio,Ativo
L-3814,2026-01-19,,Quente,Inativo
L-1005,2025-07-13,Nao,Morno,Cancelado
L-1900,2025-07-30,Nao,Frio,Ativo
L-9863,2026-01-15,Sim,Quente,Inativo
L-5146,2025-03-13,Nao,Morno,Trial
L-8728,2025-10-05,Sim,Quente,Ativo
L-1218,2025-08-09,Sim,Frio,Ativo
L-6301,2025-05-15,Sim,Quente,Cancelado
L-6048,2026-02-02,Sim,Quente,Trial
L-4666,2025-12-17,Sim,Morno,Ativo
L-5069,2025-09-08,Nao,Frio,Trial
L-9864,2025-01-21,,Frio,Ativo
L-8457,2026-01-29,Sim,Quente,Cancelado
L-7567,2025-02-13,Sim,Morno,Ativo
L-1608,2025-07-01,Sim,Morno,Ativo
L-4097,2025-05-31,Sim,Quente,Trial
L-2074,2025-06-28,Nao,Quente,Cancelado
L-8531,2025-04-03,,Frio,Ativo
L-6093,2025-03-22,,Frio,Ativo
L-8965,1900-01-01,Nao,Frio,Ativo
L-5244,2025-08-02,Sim,Frio,Cancelado
L-7906,2025-03-01,Nao,Morno,Ativo
L-4892,2025-07-01,Nao,Morno,Ativo
L-1083,2025-10-15,,Morno,Ativo
L-5330,2025-08-20,Nao,Frio,Inativo
L-4794,2025-03-03,Sim,Frio,Ativo
L-1294,2025-11-04,Nao,Frio,Ativo
L-3511,2025-09-11,Sim,Quente,Trial
L-4971,2025-12-17,Nao,Frio,Ativo
L-5104,2025-06-19,Nao,Frio,Trial
L-7943,2026-01-18,Nao,Morno,Trial
L-6588,1900-01-01,Nao,Morno,Cancelado
L-2454,2025-06-21,Sim,Quente,Inativo
L-8643,2025-12-02,Nao,Morno,Trial
L-7244,2025-11-11,Nao,Frio,Ativo
L-2845,2025-02-25,Nao,Frio,Cancelado
L-7578,2025-11-27,Nao,Frio,Trial
L-1236,2025-06-30,Sim,Quente,Inativo
L-1701,2025-05-27,Sim,Quente,Trial
L-6910,2025-07-02,Sim,Morno,Ativo
L-4912,2025-12-02,Nao,Morno,Ativo
L-7630,2025-03-31,Nao,Morno,Trial
L-8330,2025-08-06,Nao,Frio,Ativo
L-6736,2025-09-11,Nao,Quente,Inativo
L-8199,2025-12-10,Nao,Frio,Ativo
L-2400,1900-01-01,Sim,Frio,Inativo
L-6697,2025-01-27,Sim,Quente,Trial
L-2664,2025-03-22,Nao,Frio,Trial
L-2460,2025-01-20,Nao,Frio,Trial
L-1308,2025-08-27,Sim,Morno,Ativo
L-9770,2025-08-10,Sim,Frio,Cancelado
L-4585,2025-03-13,Sim,Quente,Trial
L-6804,2025-11-08,Nao,Morno,Cancelado
L-2970,2025-02-02,Sim,Quente,Cancelado
L-7118,2025-10-23,Sim,Quente,Ativo
L-1773,2025-06-07,,Frio,Trial
L-6211,2025-06-08,Sim,Quente,Ativo
L-3867,2026-01-02,Nao,Frio,Trial
L-1051,2025-05-19,Nao,Frio,Trial
L-4600,2025-10-02,Sim,Morno,Trial
L-5544,2025-12-04,Nao,Frio,Trial
L-8739,2025-08-31,Sim,Quente,Trial
L-9698,2025-05-11,,Frio,Trial
L-3028,2025-11-13,Sim,Quente,Ativo
L-1255,2025-06-19,,Frio,Ativo
L-5819,2025-12-10,Sim,Morno,Cancelado
L-6889,2026-01-09,,Morno,Cancelado
L-8202,2025-10-14,Nao,Morno,Trial
L-2087,2025-08-05,Sim,Morno,Cancelado
L-5304,2025-03-30,Sim,Quente,Ativo
L-9660,2026-01-26,Nao,Morno,Cancelado
L-8776,2025-07-02,Nao,Frio,Ativo
L-4315,2025-09-24,Sim,Morno,Inativo
L-7811,2025-11-13,Sim,Quente,Ativo
L-7606,2025-08-28,Nao,Frio,Inativo
L-6133,2025-05-16,Nao,Frio,Inativo
L-4978,2025-10-24,Sim,Morno,Trial
L-8102,2025-09-06,Nao,Morno,Cancelado
L-2289,2025-08-05,Nao,Frio,Ativo
L-7473,2025-04-17,Sim,Quente,Trial
L-2312,2025-12-30,Nao,Frio,Inativo
L-7379,2025-02-11,Nao,Frio,Trial
L-7818,2025-10-23,Nao,Frio,Trial
L-4557,2025-08-02,Sim,Morno,Trial
L-8912,2026-01-24,Nao,Morno,Ativo
L-6705,2025-05-28,,Frio,Ativo
L-8400,2025-02-14,Sim,Quente,Inativo
L-2970,2025-12-05,Nao,Frio,Ativo
L-9911,2025-10-23,,Quente,Ativo
L-1667,2025-05-12,,Quente,Trial
L-2985,2025-02-21,Sim,Quente,Ativo
L-6411,2025-08-04,Sim,Morno,Cancelado
L-2857,2025-04-04,Nao,Frio,Cancelado
L-1574,2025-12-07,Nao,Morno,Ativo
L-7180,2025-09-02,Sim,Frio,Inativo
L-5967,2025-06-22,Nao,Frio,Ativo
L-1460,2025-02-27,,Morno,Trial
L-5339,2025-10-04,Sim,Quente,Trial
L-3703,2025-12-06,Nao,Frio,Cancelado
L-2211,2025-11-26,Sim,Morno,Inativo
L-8092,2025-05-13,Nao,Morno,Trial
L-6045,2025-02-13,Sim,Quente,Inativo
L-4653,2025-06-28,Sim,Quente,Trial
L-3374,2025-01-15,Nao,Frio,Trial
L-9908,2025-06-28,Sim,Quente,Ativo
L-5622,2025-12-21,Sim,Quente,Ativo
L-7568,2025-03-26,Sim,Quente,Trial
L-3416,2025-12-17,Sim,Morno,Trial
L-2434,2025-10-09,Nao,Frio,Ativo
L-8180,2025-05-20,Sim,Quente,Cancelado
L-9982,2025-12-18,,Morno,Cancelado
L-2505,2025-08-24,Sim,Morno,Ativo
L-3063,2025-06-25,Sim,Quente,Inativo
L-6041,2025-06-16,Nao,Quente,Trial
L-5220,2025-07-05,Sim,Morno,Trial
L-1084,2025-12-03,Sim,Morno,Ativo
L-4915,2025-10-29,Nao,Morno,Trial
L-4444,2025-04-04,Nao,Frio,Ativo
L-1468,2025-07-30,Nao,Frio,Cancelado
L-3923,2025-10-31,,Frio,Ativo
L-4300,2025-08-05,,Morno,Cancelado
L-7068,2025-11-28,Nao,Morno,Inativo
L-6709,2025-01-21,Sim,Morno,Trial
L-5487,2025-11-18,Sim,Quente,Trial
L-8152,2025-05-14,Sim,Morno,Cancelado
L-2750,2025-03-29,Nao,Frio,Ativo
L-7065,2025-01-25,Sim,Quente,Cancelado
L-8826,2025-05-10,Nao,Frio,Ativo
L-1399,2026-01-18,Nao,Morno,Trial
L-2168,2025-02-08,Nao,Frio,Ativo
L-5051,2025-08-04,Sim,Morno,Ativo
L-8885,2026-01-07,Nao,Quente,Cancelado
L-3152,2025-07-16,Nao,Frio,Trial
L-7650,2025-02-13,Sim,Morno,Trial
L-1292,2025-12-16,Sim,Morno,Ativo
L-8498,2025-05-08,Nao,Morno,Cancelado
L-1132,2025-07-16,Sim,Quente,Trial
L-4549,2026-01-29,Nao,Quente,Ativo
L-2647,2025-09-09,Nao,Frio,Trial
L-7469,2025-07-10,Sim,Quente,Ativo
L-3778,2025-12-09,Nao,Frio,Ativo
L-7071,2025-02-22,Nao,Frio,Ativo
L-1855,2025-11-02,Sim,Quente,Ativo
L-4959,2025-05-24,Sim,Quente,Inativo
L-9985,2025-08-09,Nao,Morno,Trial
L-8148,2025-12-24,Nao,Morno,Trial
L-3175,2025-09-13,Nao,Quente,Trial
L-5503,2025-12-20,Nao,Frio,Inativo
L-3761,2025-01-12,Sim,Quente,Ativo
L-7444,2025-12-05,Nao,Morno,Ativo
L-9776,2025-06-29,Nao,Frio,Cancelado
L-9077,2025-09-27,Nao,Quente,Ativo
L-1690,2025-07-04,Sim,Quente,Ativo
L-3914,2025-05-17,Nao,Frio,Ativo
L-5638,2025-01-08,Nao,Morno,Cancelado
L-8119,2025-10-02,Nao,Morno,Trial
L-7703,1900-01-01,Nao,Morno,Ativo
L-5905,2025-07-09,Nao,Quente,Ativo
L-3611,2025-09-13,Sim,Frio,Cancelado
L-5857,2026-01-27,Sim,Quente,Ativo
L-3283,2025-05-08,Nao,Frio,Ativo
L-8495,2025-03-18,Nao,Morno,Trial
L-7556,2025-12-22,Sim,Quente,Trial
L-9809,2025-06-05,Nao,Morno,Trial
L-3300,2025-05-05,,Frio,Ativo
L-5094,2025-01-16,Sim,Quente,Ativo
L-4260,2025-11-24,Nao,Quente,Inativo
L-4661,2025-01-18,Sim,Quente,Ativo
L-1790,2025-03-13,Sim,Quente,Cancelado
L-9830,2025-07-14,Sim,Morno,Trial
L-1696,2025-06-25,Sim,Morno,Trial
L-2144,2025-12-04,Sim,Morno,Cancelado
L-4809,2025-01-28,Nao,Morno,Inativo
L-5996,2025-02-04,Nao,Morno,Cancelado
L-6064,2025-01-29,Nao,Quente,Ativo
L-9299,2025-10-06,Nao,Quente,Trial
L-5516,2025-11-12,Nao,Morno,Ativo
L-8716,2025-07-16,Nao,Frio,Cancelado
L-3468,2025-10-01,Nao,Morno,Trial
L-5009,2025-07-29,Nao,Frio,Ativo
L-6775,2025-02-05,Nao,Morno,Trial
L-3188,2025-12-22,Nao,Morno,Cancelado
L-9013,2025-09-02,Nao,Morno,Ativo
L-7607,2025-04-22,Sim,Morno,Ativo
L-8427,2025-12-01,Sim,Morno,Cancelado
L-6758,2025-12-09,Sim,Quente,Inativo
L-8910,2025-03-08,Sim,Quente,Trial
L-6647,2025-08-02,Nao,Frio,Trial
L-3248,2026-01-04,Nao,Frio,Trial
L-7903,2025-08-06,Nao,Frio,Trial
L-8347,2025-03-20,Nao,Frio,Ativo
L-8053,2025-09-17,Nao,Morno,Ativo
L-6423,2025-12-04,Nao,Morno,Cancelado
L-5359,2025-07-27,Nao,Frio,Cancelado
L-7945,2025-11-28,Sim,Frio,Ativo
L-4782,2025-02-12,Sim,Morno,Ativo
L-7835,2025-11-22,Nao,Frio,Trial
L-8805,2025-06-02,Sim,Quente,Cancelado
L-7693,2025-08-17,,Frio,Ativo
L-1777,2025-01-20,Nao,Morno,Ativo
L-2408,2025-05-07,Sim,Quente,Ativo
L-8044,2026-02-01,Nao,Morno,Inativo
L-8873,2025-11-21,,Morno,Trial
L-1780,2025-06-03,Sim,Morno,Ativo
L-1959,2025-09-17,Nao,Frio,Cancelado
L-2726,2025-03-11,,Morno,Trial
L-8532,2025-07-09,Nao,Morno,Ativo
L-5000,2025-06-02,Nao,Frio,Inativo
L-5964,2025-02-10,Sim,Quente,Ativo
L-4725,2025-04-22,Sim,Quente,Trial
L-6421,2025-05-31,Sim,Quente,Trial
L-1544,1900-01-01,Sim,Quente,Cancelado
L-5638,2025-09-06,Nao,Frio,Trial
L-9985,2025-08-12,Nao,Frio,Ativo
L-5430,2025-09-09,Nao,Frio,Trial
L-3512,2025-05-03,Nao,Morno,Inativo
L-5841,2025-11-06,Sim,Quente,Ativo
L-9214,2025-04-18,Nao,Morno,Trial
L-1052,2025-03-12,,Morno,Ativo
L-7757,2025-01-27,Nao,Frio,Ativo
L-1653,2025-06-08,Nao,Morno,Ativo
L-4153,2025-08-26,Sim,Morno,Cancelado
L-7836,2025-06-01,Sim,Morno,Trial
L-7064,2026-01-02,Nao,Morno,Ativo
L-3763,2025-12-29,Sim,Quente,Ativo
L-4866,2025-11-19,Sim,Morno,Inativo
L-7861,2025-08-14,Nao,Morno,Trial
L-4436,2025-02-16,Sim,Quente,Trial
L-3754,2026-01-31,Nao,Morno,Ativo
L-8012,2025-12-25,Nao,Frio,Trial
L-4144,2025-05-27,Nao,Frio,Inativo
L-8152,2025-06-01,Sim,Quente,Inativo
